latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-22.09855,-56.45137,300.76,1.01,1,2021-08-18,0510,A,33,6.1NRT,290.57,5.06,N
-21.93823,-57.90123,304.65,1.02,1.01,2021-08-18,0510,A,19,6.1NRT,293.08,5.24,N
-21.94731,-57.90281,324.91,1.02,1.01,2021-08-18,0510,A,100,6.1NRT,295.29,22.52,N
-21.94881,-57.89299,306.28,1.02,1.01,2021-08-18,0510,A,47,6.1NRT,293.56,6.31,N
-21.9518,-57.87337,310.71,1.02,1.01,2021-08-18,0510,A,72,6.1NRT,292.43,10.09,N
-22.06691,-58.32272,304.96,1.04,1.02,2021-08-18,0510,A,49,6.1NRT,294.33,5.33,N
-22.08211,-58.346,309.34,1.04,1.02,2021-08-18,0510,A,77,6.1NRT,296.1,7.58,N
-22.51357,-55.91711,304.99,1.04,1.02,2021-08-18,0510,A,62,6.1NRT,294.44,6.84,N
-22.36222,-57.105,306.23,1,1,2021-08-18,0510,A,67,6.1NRT,293.52,6.29,N
-22.48635,-56.62574,321.97,1.01,1,2021-08-18,0510,A,100,6.1NRT,292.33,19.6,N
-22.48774,-56.616,304.12,1.01,1,2021-08-18,0510,A,40,6.1NRT,292.3,5.36,N
-22.36946,-57.60956,309.13,1.01,1,2021-08-18,0510,A,48,6.1NRT,297.91,6.76,N
-22.39188,-57.58347,306.56,1.01,1,2021-08-18,0510,A,40,6.1NRT,296.54,4.73,N
-22.59311,-56.20111,302.3,1.02,1.01,2021-08-18,0510,A,32,6.1NRT,291.82,5.29,N
-22.6022,-56.20261,304.7,1.02,1.01,2021-08-18,0510,A,61,6.1NRT,292.15,6.46,N
-22.44174,-57.37306,304.32,1,1,2021-08-18,0510,A,40,6.1NRT,292.77,5.2,N
-22.44461,-57.3537,302.05,1,1,2021-08-18,0510,A,29,6.1NRT,291.2,4.37,N
-22.44498,-57.41332,306.57,1,1,2021-08-18,0510,A,55,6.1NRT,296.08,5.5,N
-22.45074,-57.37459,319.81,1,1,2021-08-18,0510,A,99,6.1NRT,294.08,16.73,N
-22.45501,-57.41072,307.6,1,1,2021-08-18,0510,A,72,6.1NRT,296.57,6.6,N
-22.68171,-55.8942,305.5,1.04,1.02,2021-08-18,0510,A,65,6.1NRT,290.22,7.18,N
-22.38753,-58.28453,312.77,1.03,1.02,2021-08-18,0510,A,86,6.1NRT,295.65,11.1,N
-22.43004,-58.06784,306.93,1.02,1.01,2021-08-18,0510,A,70,6.1NRT,296.69,6.1,N
-22.43154,-58.05798,320.54,1.02,1.01,2021-08-18,0510,A,100,6.1NRT,296.44,17.52,N
-22.67572,-56.40195,313.15,1.01,1.01,2021-08-18,0510,A,86,6.1NRT,299.19,9.69,N
-22.6771,-56.39223,314.28,1.01,1.01,2021-08-18,0510,A,89,6.1NRT,299.91,11,N
-22.6848,-56.40335,315.73,1.01,1.01,2021-08-18,0510,A,92,6.1NRT,299.59,11.79,N
-22.68619,-56.3936,325.83,1.01,1.01,2021-08-18,0510,A,100,6.1NRT,300.83,22.15,N
-22.60038,-57.23357,305.48,1,1,2021-08-18,0510,A,64,6.1NRT,294.56,5.64,N
-22.52369,-57.80861,310.85,1.01,1,2021-08-18,0510,A,81,6.1NRT,297.31,8.38,N
-22.67935,-56.81938,306.63,1,1,2021-08-18,0510,A,69,6.1NRT,293.46,7.15,N
-22.66003,-57.51778,313.82,1,1,2021-08-18,0510,A,88,6.1NRT,296.84,11.04,N
-22.97995,-56.90736,309.6,1,1,2021-08-18,0510,A,78,6.1NRT,295.04,8.72,N
-22.98136,-56.89761,304.28,1,1,2021-08-18,0510,A,59,6.1NRT,293.91,5.35,N
-23.06235,-56.77763,305.79,1.01,1,2021-08-18,0510,A,66,6.1NRT,291.15,7.03,N
-23.20671,-56.28178,308.47,1.02,1.01,2021-08-18,0510,A,72,6.1NRT,295.88,8.72,N
-23.21583,-56.28321,309.64,1.02,1.01,2021-08-18,0510,A,78,6.1NRT,294.2,9.79,N
-23.36835,-57.51912,307.94,1,1,2021-08-18,0510,A,73,6.1NRT,292.22,8.28,N
-23.44837,-57.16286,304.42,1,1,2021-08-18,0510,A,60,6.1NRT,293.55,5.2,N
-23.43317,-57.58024,324.34,1,1,2021-08-18,0510,A,100,6.1NRT,294.62,22.5,N
-23.50948,-57.36987,308.88,1,1,2021-08-18,0510,A,76,6.1NRT,294.46,7.61,N
-23.51091,-57.36011,319.49,1,1,2021-08-18,0510,A,99,6.1NRT,295.24,15.85,N
-24.04141,-54.20712,347.94,1.25,1.11,2021-08-18,0510,A,100,6.1NRT,289.55,83.96,N
-24.03565,-55.59008,301.77,1.09,1.04,2021-08-18,0510,A,44,6.1NRT,291.35,4.87,N
-23.96726,-56.74712,324.02,1.01,1.01,2021-08-18,0510,A,100,6.1NRT,295.09,22.02,N
-24.34807,-55.30368,300.69,1.12,1.05,2021-08-18,0510,A,8,6.1NRT,290,4.49,N
-24.3576,-55.30509,308.6,1.12,1.05,2021-08-18,0510,A,75,6.1NRT,290.03,10.76,N
-24.01287,-59.21106,305.4,1.07,1.03,2021-08-18,0510,A,64,6.1NRT,294.57,5.71,N
-24.01884,-59.21784,306.16,1.07,1.03,2021-08-18,0510,A,67,6.1NRT,294.76,6.5,N
-24.0205,-59.20741,310.29,1.07,1.03,2021-08-18,0510,A,80,6.1NRT,295.53,9.54,N
-24.56146,-56.57483,309.14,1.03,1.01,2021-08-18,0510,A,77,6.1NRT,294.09,8.42,N
-24.55465,-56.94884,303.43,1.01,1.01,2021-08-18,0510,A,41,6.1NRT,291.64,4.68,N
-24.55606,-56.93888,309.37,1.01,1.01,2021-08-18,0510,A,77,6.1NRT,291.17,8.37,N
-24.57277,-56.95187,311.12,1.01,1.01,2021-08-18,0510,A,37,6.1NRT,293.22,9.12,N
-24.57418,-56.94191,313.41,1.01,1.01,2021-08-18,0510,A,63,6.1NRT,292.15,10.9,N
-24.17548,-59.63064,318.43,1.1,1.05,2021-08-18,0510,A,97,6.1NRT,295.49,17.91,N
-24.71485,-58.60578,306.74,1.02,1.01,2021-08-18,0510,A,69,6.1NRT,294.19,6.37,N
-24.73748,-58.64087,306.61,1.02,1.01,2021-08-18,0510,A,45,6.1NRT,295.64,5.66,N
-24.73902,-58.63081,311.22,1.02,1.01,2021-08-18,0510,A,82,6.1NRT,295.51,8.83,N
-24.74656,-58.64252,322.28,1.02,1.01,2021-08-18,0510,A,100,6.1NRT,296.48,18.66,N
-24.7481,-58.63247,316.29,1.02,1.01,2021-08-18,0510,A,93,6.1NRT,295.83,12.81,N
-25.10378,-56.83587,302.12,1.02,1.01,2021-08-18,0512,A,47,6.1NRT,290.76,5.91,N
-24.74663,-60.58872,318.24,1.19,1.09,2021-08-18,0512,A,96,6.1NRT,296.08,19.31,N
-25.03744,-58.78268,307.25,1.02,1.01,2021-08-18,0512,A,71,6.1NRT,292.67,8.09,N
-25.039,-58.77258,323.32,1.02,1.01,2021-08-18,0512,A,100,6.1NRT,294.09,22.04,N
-25.04654,-58.78435,310.2,1.02,1.01,2021-08-18,0512,A,79,6.1NRT,292.79,9.76,N
-25.0481,-58.77425,345.19,1.02,1.01,2021-08-18,0512,A,100,6.1NRT,295.8,54.38,N
-25.6026,-55.36574,300.96,1.14,1.07,2021-08-18,0512,A,36,6.1NRT,287.73,6.85,N
-25.12412,-59.70786,369.56,1.08,1.04,2021-08-18,0512,A,100,6.1NRT,298.86,127.63,N
-25.12582,-59.69716,380.13,1.08,1.04,2021-08-18,0512,A,100,6.1NRT,301.84,171.42,N
-25.39612,-59.3126,309.81,1.05,1.02,2021-08-18,0512,A,78,6.1NRT,294.49,8.44,N
-25.42706,-59.8798,327.08,1.09,1.04,2021-08-18,0512,A,100,6.1NRT,296.3,27.95,N
-25.42879,-59.86901,307.97,1.09,1.04,2021-08-18,0512,A,73,6.1NRT,294.3,8.25,N
-25.43642,-59.88162,312.89,1.09,1.04,2021-08-18,0512,A,86,6.1NRT,295.7,11.92,N
-25.43883,-59.92673,310.72,1.1,1.04,2021-08-18,0512,A,81,6.1NRT,295.02,10.51,N
-25.98152,-56.9931,315.38,1.02,1.01,2021-08-18,0512,A,91,6.1NRT,293.37,13.6,N
-25.98295,-56.98291,307.53,1.02,1.01,2021-08-18,0512,A,72,6.1NRT,294.29,7.17,N
-25.99063,-56.99463,316.4,1.02,1.01,2021-08-18,0512,A,93,6.1NRT,292.89,14.36,N
-25.99206,-56.98445,313.07,1.02,1.01,2021-08-18,0512,A,86,6.1NRT,293.95,11.21,N
-26.02261,-57.02667,304.91,1.02,1.01,2021-08-18,0512,A,62,6.1NRT,293.9,6.03,N
-25.6514,-60.02094,305.35,1.1,1.05,2021-08-18,0512,A,64,6.1NRT,294.14,6.57,N
-26.08601,-57.55077,310.18,1,1,2021-08-18,0512,A,79,6.1NRT,297.32,8.8,N
-26.10841,-57.52382,308.04,1.01,1,2021-08-18,0512,A,73,6.1NRT,295.5,7.27,N
-25.93759,-59.38823,315.29,1.04,1.02,2021-08-18,0512,A,91,6.1NRT,295.38,13.32,N
-25.93922,-59.37785,312.36,1.04,1.02,2021-08-18,0512,A,85,6.1NRT,294.6,10.83,N
-26.05193,-61.54747,307.56,1.28,1.12,2021-08-18,0512,A,72,6.1NRT,293.78,12.08,N
-26.11943,-61.45707,306.68,1.26,1.12,2021-08-18,0512,A,69,6.1NRT,292.97,11.89,N
-26.3972,-60.27427,316.81,1.1,1.05,2021-08-18,0512,A,94,6.1NRT,292.05,18.25,N
-26.97435,-56.98581,311.33,1.03,1.02,2021-08-18,0512,A,82,6.1NRT,293.55,10.83,N
-26.61363,-59.67939,310.14,1.05,1.02,2021-08-18,0512,A,79,6.1NRT,293.04,10.36,N
-26.61528,-59.66888,314.51,1.05,1.02,2021-08-18,0512,A,89,6.1NRT,293.88,13.97,N
-26.62022,-59.67655,312.89,1.05,1.02,2021-08-18,0512,A,86,6.1NRT,293.18,12.68,N
-26.2386,-62.36814,301.59,1.42,1.18,2021-08-18,0512,A,43,6.1NRT,290.84,10.51,N
-26.96772,-58.4439,310.79,1,1,2021-08-18,0512,A,81,6.1NRT,292.89,10.25,N
-27.55958,-57.19298,302.61,1.03,1.01,2021-08-18,0512,A,50,6.1NRT,291.12,5.72,N
-27.59137,-57.16634,303.62,1.03,1.02,2021-08-18,0512,A,56,6.1NRT,291.2,6.3,N
-27.15882,-60.34592,311.93,1.09,1.04,2021-08-18,0512,A,84,6.1NRT,292.08,13.27,N
-27.85285,-62.35205,308.53,1.33,1.14,2021-08-18,0512,A,75,6.1NRT,291.23,15.18,N
-27.85523,-62.33869,302.14,1.32,1.14,2021-08-18,0512,A,25,6.1NRT,289.87,9.27,N
-27.86309,-62.35432,305.95,1.33,1.14,2021-08-18,0512,A,46,6.1NRT,290.91,12.53,N
-29.67091,-55.48642,311.08,1.25,1.11,2021-08-18,0512,A,82,6.1NRT,288.96,16.27,N
-29.67249,-55.47352,301.11,1.25,1.11,2021-08-18,0512,A,38,6.1NRT,288.27,7.43,N
-33.66099,-59.39481,306.08,1.01,1,2021-08-18,0514,A,67,6.1NRT,280.06,10.83,N
-34.88575,-57.9209,311.49,1.11,1.05,2021-08-18,0514,A,83,6.1NRT,283.26,16.05,N
46.77627,-121.13416,318.11,1.36,1.16,2021-08-18,0536,T,61,6.1NRT,284.06,27.29,N
46.77325,-121.14986,346.33,1.37,1.16,2021-08-18,0536,T,100,6.1NRT,282.77,89.63,N
46.7694,-121.16994,319.08,1.37,1.16,2021-08-18,0536,T,98,6.1NRT,273.75,30.41,N
46.76631,-121.18597,301.95,1.37,1.16,2021-08-18,0536,T,18,6.1NRT,276.24,10.87,N
46.79241,-121.10645,308.61,1.36,1.15,2021-08-18,0536,T,64,6.1NRT,284.77,15.78,N
46.78599,-121.13998,369.88,1.36,1.16,2021-08-18,0536,T,100,6.1NRT,291.77,183.22,N
46.78284,-121.15646,407.9,1.37,1.16,2021-08-18,0536,T,100,6.1NRT,299.75,481.16,N
46.77941,-121.17436,337.95,1.37,1.16,2021-08-18,0536,T,100,6.1NRT,286.95,64.54,N
46.77633,-121.19035,330.42,1.37,1.16,2021-08-18,0536,T,95,6.1NRT,284.92,49.6,N
46.79594,-121.14465,392.54,1.36,1.16,2021-08-18,0536,T,100,6.1NRT,296.41,331.8,N
46.79269,-121.16165,406.02,1.37,1.16,2021-08-18,0536,T,100,6.1NRT,305.23,460.35,N
46.7895,-121.1783,347.17,1.37,1.16,2021-08-18,0536,T,100,6.1NRT,289.98,91.13,N
46.7865,-121.19396,375.27,1.37,1.16,2021-08-18,0536,T,100,6.1NRT,294.11,216.27,N
46.78332,-121.2105,334.15,1.37,1.16,2021-08-18,0536,T,100,6.1NRT,283.23,57.84,N
46.82871,-121.02901,347.56,1.35,1.15,2021-08-18,0536,T,100,6.1NRT,288.39,90.16,N
46.8256,-121.04539,319.87,1.35,1.15,2021-08-18,0536,T,70,6.1NRT,280.39,27.83,N
46.80623,-121.14739,320.83,1.36,1.16,2021-08-18,0536,T,98,6.1NRT,284.12,27.48,N
46.80295,-121.16465,328.74,1.37,1.16,2021-08-18,0536,T,100,6.1NRT,285.16,42.08,N
46.79665,-121.19763,322.32,1.37,1.16,2021-08-18,0536,T,78,6.1NRT,282.34,33.72,N
46.79367,-121.21315,318.68,1.37,1.16,2021-08-18,0536,T,70,6.1NRT,280.47,28.97,N
46.82525,-121.03271,327.11,1.35,1.15,2021-08-18,0536,T,100,6.1NRT,283.08,41,N
46.80212,-121.15154,363.45,1.36,1.16,2021-08-18,0536,T,100,6.1NRT,290.99,152.7,N
46.79874,-121.16881,347.17,1.37,1.16,2021-08-18,0536,T,100,6.1NRT,291.06,90.13,N
46.79245,-121.20104,337.23,1.37,1.16,2021-08-18,0536,T,100,6.1NRT,286,64.24,N
46.83829,-121.021,320.26,1.34,1.15,2021-08-18,0536,T,32,6.1NRT,286.28,28.52,N
46.83514,-121.03726,367.54,1.35,1.15,2021-08-18,0536,T,100,6.1NRT,291.74,167.14,N
46.83202,-121.05343,318.19,1.35,1.15,2021-08-18,0536,T,29,6.1NRT,282.42,23.45,N
46.84511,-121.04147,380.86,1.35,1.15,2021-08-18,0536,T,100,6.1NRT,294.39,242.1,N
46.84196,-121.05778,355.14,1.35,1.15,2021-08-18,0536,T,100,6.1NRT,286.58,112.81,N
46.85494,-121.04638,335.46,1.35,1.15,2021-08-18,0536,T,100,6.1NRT,289.7,57.67,N
46.85184,-121.0625,322.6,1.35,1.15,2021-08-18,0536,T,91,6.1NRT,286.37,32.25,N
46.8233,-121.21006,302.69,1.37,1.16,2021-08-18,0536,T,16,6.1NRT,276.82,11.96,N
46.85882,-121.08225,310.11,1.35,1.15,2021-08-18,0536,T,56,6.1NRT,283.12,16.45,N
46.89643,-121.16785,311.22,1.36,1.16,2021-08-18,0536,T,56,6.1NRT,279.93,17.63,N
47.91356,-117.66035,305.95,1.02,1.01,2021-08-18,0536,T,53,6.1NRT,276.19,11.93,N
47.95558,-120.30103,314.15,1.2,1.09,2021-08-18,0536,T,56,6.1NRT,283.21,20.34,N
48.75915,-119.77752,305.95,1.12,1.05,2021-08-18,0536,T,60,6.1NRT,274.4,14.34,N
49.24591,-120.73946,303.09,1.18,1.08,2021-08-18,0536,T,53,6.1NRT,278.92,11.6,N
50.86585,-118.38074,300.13,1.01,1,2021-08-18,0538,T,18,6.1NRT,280.21,7.82,N
51.5731,-121.47308,300.21,1.14,1.06,2021-08-18,0538,T,15,6.1NRT,281.85,7.53,N
51.51857,-121.83195,323.75,1.17,1.08,2021-08-18,0538,T,100,6.1NRT,286.43,32.6,N
51.51561,-121.84826,316.54,1.17,1.08,2021-08-18,0538,T,93,6.1NRT,283.28,23.65,N
51.5279,-121.83637,330.88,1.17,1.08,2021-08-18,0538,T,100,6.1NRT,289.66,42.79,N
51.52494,-121.8527,328.43,1.17,1.08,2021-08-18,0538,T,100,6.1NRT,287.81,38.79,N
51.53725,-121.84077,337.11,1.17,1.08,2021-08-18,0538,T,100,6.1NRT,292.28,52.87,N
51.53428,-121.85715,352.72,1.17,1.08,2021-08-18,0538,T,100,6.1NRT,293.7,90.13,N
51.54657,-121.84522,344.26,1.17,1.08,2021-08-18,0538,T,100,6.1NRT,290.45,67.48,N
51.55591,-121.84966,310.8,1.17,1.08,2021-08-18,0538,T,51,6.1NRT,283.29,14.99,N
51.55295,-121.86605,305.12,1.17,1.08,2021-08-18,0538,T,37,6.1NRT,281.49,11.09,N
51.57646,-121.86515,304.9,1.17,1.08,2021-08-18,0538,T,29,6.1NRT,283.09,11.75,N
51.64482,-121.59892,304.39,1.15,1.07,2021-08-18,0538,T,2,6.1NRT,283.15,10.06,N
55.06643,-120.414,300.16,1.01,1,2021-08-18,0538,T,6,6.1NRT,271.05,6.95,N
58.07864,-116.15244,309.65,1.19,1.08,2021-08-18,0538,T,78,6.1NRT,282.81,15.23,N
58.08826,-116.15607,308.14,1.19,1.08,2021-08-18,0538,T,74,6.1NRT,282.22,14.17,N
58.20023,-116.05794,311.37,1.2,1.09,2021-08-18,0540,T,82,6.1NRT,282.91,18.12,N
27.32159,-110.19714,309.6,1,1,2021-08-18,0529,T,78,6.1NRT,293.12,7.42,N
27.32015,-110.20714,318.67,1,1,2021-08-18,0529,T,97,6.1NRT,293.12,14.83,N
27.47807,-110.13554,308.86,1,1,2021-08-18,0529,T,75,6.1NRT,293.72,6.82,N
68.41451,83.61394,301.1,1.13,1.06,2021-08-18,0553,T,42,6.1NRT,276.58,6.84,D
60.84874,97.35865,325.1,2.26,1.46,2021-08-18,0555,T,84,6.1NRT,289.55,74.11,D
60.83738,97.345,305.75,2.26,1.46,2021-08-18,0555,T,62,6.1NRT,290.67,20.66,D
60.44022,96.25523,305.41,2.15,1.43,2021-08-18,0555,T,55,6.1NRT,287.41,18.28,D
60.44111,96.25099,303.66,2.15,1.43,2021-08-18,0555,T,53,6.1NRT,287.5,16.14,D
57.87118,105.90651,301.15,3.18,1.69,2021-08-18,0432,A,23,6.1NRT,284.27,31.08,D
58.44193,107.60197,304.78,2.61,1.55,2021-08-18,0432,A,52,6.1NRT,281.47,34.37,D
61.53907,113.15897,312.26,1.31,1.14,2021-08-18,0432,A,72,6.1NRT,291.5,16.39,D
60.75925,69.34847,301.34,2.25,1.45,2021-08-18,0555,T,0,6.1NRT,288.61,10.16,D
60.46905,72.2104,300.59,1.74,1.29,2021-08-18,0555,T,39,6.1NRT,289.48,7.78,D
56.28679,89.69366,304.13,1.75,1.3,2021-08-18,0555,T,36,6.1NRT,293.27,8.06,D
56.04542,90.09843,308,1.85,1.33,2021-08-18,0555,T,29,6.1NRT,296.31,12.93,D
55.99277,89.79711,306.43,1.81,1.32,2021-08-18,0555,T,48,6.1NRT,295.23,10.5,D
55.93013,88.91261,310.72,1.68,1.27,2021-08-18,0555,T,30,6.1NRT,295.75,16.17,D
55.78389,89.43446,309,1.78,1.31,2021-08-18,0555,T,17,6.1NRT,297.77,11.38,D
57.66827,78.93079,304.14,1.03,1.01,2021-08-18,0555,T,50,6.1NRT,293.7,3.65,D
55.90794,88.6885,304.86,1.65,1.26,2021-08-18,0555,T,33,6.1NRT,292.56,7.81,D
57.46447,78.4271,305.83,1.04,1.02,2021-08-18,0555,T,58,6.1NRT,293.58,5.1,D
54.87856,89.87438,306.4,1.98,1.37,2021-08-18,0555,T,42,6.1NRT,294.45,11.6,D
53.92572,87.28377,316.11,1.66,1.27,2021-08-18,0557,T,0,6.1NRT,291.78,24.15,D
53.87957,87.27552,306.74,1.66,1.27,2021-08-18,0557,T,30,6.1NRT,289.62,9,D
53.2922,82.80357,314.42,1.17,1.08,2021-08-18,0557,T,61,6.1NRT,302.14,8.87,D
53.22291,81.73328,309.19,1.1,1.05,2021-08-18,0557,T,27,6.1NRT,296.26,5.9,D
51.84124,71.90104,328.76,1.38,1.16,2021-08-18,0557,T,77,6.1NRT,308.44,22.81,D
51.83594,71.8933,339.03,1.38,1.16,2021-08-18,0557,T,87,6.1NRT,306.53,46.72,D
51.82554,71.89073,321.65,1.38,1.16,2021-08-18,0557,T,43,6.1NRT,304.31,10.61,D
51.91402,63.3289,324.71,3.55,1.77,2021-08-18,0557,T,68,6.1NRT,299.04,77.41,D
51.91293,63.3809,320.63,3.53,1.77,2021-08-18,0557,T,54,6.1NRT,298.23,53.81,D
51.90575,63.32048,324.27,3.55,1.77,2021-08-18,0557,T,58,6.1NRT,299.29,70.95,D
51.90446,63.37245,326.52,3.53,1.77,2021-08-18,0557,T,71,6.1NRT,298.35,89.49,D
50.06675,73.07288,326.73,1.18,1.08,2021-08-18,0557,T,63,6.1NRT,307.92,15.82,D
50.04327,73.0161,323.81,1.19,1.08,2021-08-18,0557,T,58,6.1NRT,305.57,12.35,D
50.46208,64.80541,329.53,2.93,1.63,2021-08-18,0557,T,75,6.1NRT,308.14,58.76,D
43.46666,76.83528,321.81,1.07,1.03,2021-08-18,0559,T,59,6.1NRT,305.56,8.36,D
42.8992,73.32095,328.31,1.02,1.01,2021-08-18,0559,T,73,6.1NRT,308.74,13.78,D
-9.78333,119.77211,317,1.14,1.06,2021-08-18,0550,A,28,6.1NRT,296.1,9.56,D
-9.58548,119.93084,325.23,1.16,1.07,2021-08-18,0550,A,65,6.1NRT,304.22,12.41,D
-9.48678,119.78274,324.3,1.15,1.07,2021-08-18,0550,A,35,6.1NRT,304.04,9.24,D
-8.35822,123.98351,317.65,2.33,1.48,2021-08-18,0553,A,56,6.1NRT,297.48,30.07,D
-8.50225,119.72345,311.99,1.17,1.08,2021-08-18,0553,A,49,6.1NRT,297.59,8.55,D
-8.11841,122.10815,310.73,1.69,1.28,2021-08-18,0553,A,42,6.1NRT,299.51,14.12,D
-8.72213,118.03239,328.61,1.01,1.01,2021-08-18,0553,A,56,6.1NRT,302.84,12.27,D
-8.71311,118.03099,347.87,1.01,1.01,2021-08-18,0553,A,94,6.1NRT,305.51,42.18,D
-8.71443,118.02186,338.7,1.01,1.01,2021-08-18,0553,A,84,6.1NRT,304.31,26.75,D
-8.55473,117.79033,314.51,1.01,1,2021-08-18,0553,A,61,6.1NRT,299.69,8.33,D
-2.57892,121.38488,335.65,1.85,1.33,2021-08-18,0553,A,88,6.1NRT,294.58,75.06,D
-2.58149,121.36803,321.86,1.85,1.33,2021-08-18,0553,A,77,6.1NRT,296.05,33.39,D
-2.58453,121.37859,330.7,1.85,1.33,2021-08-18,0553,A,85,6.1NRT,295.37,56.6,D
-1.86994,115.32217,313.6,1.01,1,2021-08-18,0555,A,57,6.1NRT,288.04,9.19,D
0.44301,115.01904,310.93,1,1,2021-08-18,0555,A,55,6.1NRT,292.89,5.98,D
0.65884,114.40379,310.71,1.02,1.01,2021-08-18,0555,A,66,6.1NRT,290.12,6.68,D
0.90985,114.54944,313.36,1.01,1.01,2021-08-18,0555,A,70,6.1NRT,283.66,10.06,D
2.88535,117.647,315.27,1.23,1.1,2021-08-18,0555,A,59,6.1NRT,296.01,8.61,D
2.84632,117.36828,317.98,1.18,1.08,2021-08-18,0555,A,0,6.1NRT,297.14,8.59,D
3.05071,116.4063,309.75,1.07,1.03,2021-08-18,0555,A,58,6.1NRT,287.25,5.91,D
3.04937,116.39672,309.73,1.07,1.03,2021-08-18,0555,A,58,6.1NRT,286.22,5.89,D
3.43766,116.54343,320.86,1.1,1.04,2021-08-18,0555,A,75,6.1NRT,292.68,14.19,D
3.64887,117.4897,313.87,1.23,1.1,2021-08-18,0555,A,40,6.1NRT,294.54,6.52,D
29.96057,72.3536,321.69,1.07,1.03,2021-08-18,0603,T,44,6.1NRT,305.45,7.23,D
29.6975,71.85509,327.66,1.04,1.02,2021-08-18,0603,T,67,6.1NRT,305.09,13.01,D
29.68186,71.8955,335.82,1.04,1.02,2021-08-18,0603,T,81,6.1NRT,306.16,24.03,D
29.68021,71.90608,336.88,1.04,1.02,2021-08-18,0603,T,82,6.1NRT,305.48,25.81,D
28.14249,69.41138,325.08,1.01,1.01,2021-08-18,0603,T,36,6.1NRT,306.23,10.24,D
27.47862,71.95895,337.54,1.09,1.04,2021-08-18,0603,T,75,6.1NRT,310.69,16.88,D
27.46054,71.97128,331.87,1.09,1.04,2021-08-18,0603,T,57,6.1NRT,310.01,9.67,D
27.45881,71.98212,330.42,1.09,1.04,2021-08-18,0603,T,42,6.1NRT,309.48,7.57,D
26.84903,69.37559,335.58,1,1,2021-08-18,0603,T,74,6.1NRT,314.1,10.96,D
-30.86885,121.49902,316.44,1.02,1.01,2021-08-18,0544,A,52,6.1NRT,291.4,9.3,D
-30.8703,121.48837,319.1,1.02,1.01,2021-08-18,0544,A,41,6.1NRT,295.08,11.65,D
-23.53653,120.14996,327.65,1.01,1,2021-08-18,0546,A,68,6.1NRT,312.32,11.42,D
-23.53791,120.14015,323.79,1.01,1,2021-08-18,0546,A,53,6.1NRT,312.89,7.14,D
-18.90148,129.88681,329.21,4,1.86,2021-08-18,0546,A,76,6.1NRT,306.41,129.69,D
-18.93112,129.96429,318.63,4.05,1.87,2021-08-18,0546,A,21,6.1NRT,305.51,46.57,D
-18.91288,129.8819,327.7,4,1.86,2021-08-18,0546,A,70,6.1NRT,303.6,117.57,D
-18.81222,129.93224,321.12,4.05,1.87,2021-08-18,0546,A,63,6.1NRT,306.78,53.77,D
-20.72655,118.49397,333.93,1.05,1.02,2021-08-18,0546,A,75,6.1NRT,315.36,15.37,D
-20.72792,118.48386,334.62,1.05,1.03,2021-08-18,0546,A,74,6.1NRT,317.25,16.04,D
-20.73203,118.45352,333.23,1.06,1.03,2021-08-18,0546,A,69,6.1NRT,315.84,12.13,D
-20.74026,118.39265,343.57,1.06,1.03,2021-08-18,0546,A,88,6.1NRT,307.1,39.96,D
-20.71763,118.42027,337.16,1.06,1.03,2021-08-18,0546,A,42,6.1NRT,311.76,19.59,D
-20.719,118.41012,392.26,1.06,1.03,2021-08-18,0546,A,100,6.1NRT,314.08,211.06,D
-20.72036,118.39997,334.12,1.06,1.03,2021-08-18,0546,A,63,6.1NRT,306.33,21.52,D
-18.8002,129.73488,325.17,3.92,1.84,2021-08-18,0546,A,69,6.1NRT,307.12,96.99,D
-20.70702,118.42899,378.14,1.06,1.03,2021-08-18,0546,A,100,6.1NRT,316.55,134.71,D
-20.70838,118.41884,367.54,1.06,1.03,2021-08-18,0546,A,100,6.1NRT,312.96,95.69,D
-20.70974,118.40869,350.17,1.06,1.03,2021-08-18,0546,A,94,6.1NRT,310.18,50.86,D
-20.69776,118.42756,339.95,1.06,1.03,2021-08-18,0546,A,78,6.1NRT,311.46,23.61,D
-20.69912,118.41742,353.28,1.06,1.03,2021-08-18,0546,A,96,6.1NRT,310.56,53.49,D
-20.70048,118.40726,338.7,1.06,1.03,2021-08-18,0546,A,59,6.1NRT,307.36,27.38,D
-20.68851,118.42613,333.7,1.06,1.03,2021-08-18,0546,A,33,6.1NRT,310.02,13.27,D
-20.69122,118.40584,326.78,1.06,1.03,2021-08-18,0546,A,19,6.1NRT,307.62,11.24,D
-20.68061,118.41457,353.45,1.06,1.03,2021-08-18,0546,A,95,6.1NRT,313.11,56.39,D
-20.68196,118.40441,339.15,1.06,1.03,2021-08-18,0546,A,78,6.1NRT,311.25,29.22,D
-20.66192,118.48396,335.34,1.05,1.02,2021-08-18,0546,A,75,6.1NRT,313.92,15.07,D
-20.66462,118.46377,364.83,1.05,1.03,2021-08-18,0546,A,100,6.1NRT,313.33,85.77,D
-18.79438,129.72588,323.67,3.92,1.84,2021-08-18,0546,A,52,6.1NRT,306.42,77.25,D
-20.65409,118.48647,338.05,1.05,1.02,2021-08-18,0546,A,83,6.1NRT,316.23,23.1,D
-20.65547,118.47639,343.78,1.05,1.02,2021-08-18,0546,A,89,6.1NRT,314.83,32.08,D
