latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-6.6231,-35.06329,301.33,2.37,1.49,2021-08-18,0024,T,34,6.1NRT,286.79,21.66,N
-8.5872,16.46078,308.6,1.38,1.16,2021-08-18,0009,A,75,6.1NRT,289.54,14.33,N
-9.64396,22.69249,321.3,1.21,1.09,2021-08-18,0009,A,100,6.1NRT,287.37,24.92,N
-9.64551,22.7036,342.36,1.21,1.1,2021-08-18,0009,A,100,6.1NRT,295.18,62.2,N
-9.64707,22.71478,310.9,1.22,1.1,2021-08-18,0009,A,24,6.1NRT,289.64,12.86,N
-9.65378,22.6911,324.93,1.21,1.09,2021-08-18,0009,A,100,6.1NRT,285.51,30.63,N
-9.65533,22.70213,325.14,1.21,1.1,2021-08-18,0009,A,100,6.1NRT,288.77,30.07,N
-9.65689,22.71331,323.09,1.22,1.1,2021-08-18,0009,A,100,6.1NRT,290,27.33,N
-9.3131,20.12084,323.33,1,1,2021-08-18,0009,A,100,6.1NRT,290.18,21.71,N
-9.33235,20.12724,355.66,1,1,2021-08-18,0009,A,100,6.1NRT,293.54,75.48,N
-9.33367,20.13626,344.49,1,1,2021-08-18,0009,A,100,6.1NRT,292.76,51.78,N
-9.34132,20.12593,339.07,1,1,2021-08-18,0009,A,100,6.1NRT,290.68,41.92,N
-9.34264,20.13496,381.25,1,1,2021-08-18,0009,A,100,6.1NRT,297.4,158.79,N
-9.35028,20.12462,312.76,1,1,2021-08-18,0009,A,86,6.1NRT,289.29,11.97,N
-9.35161,20.13365,353.25,1,1,2021-08-18,0009,A,100,6.1NRT,292.36,69.61,N
-9.35293,20.14267,322.92,1,1,2021-08-18,0009,A,100,6.1NRT,289.36,21.29,N
-9.36057,20.13234,318.6,1,1,2021-08-18,0009,A,97,6.1NRT,289.67,16.68,N
-9.3619,20.14136,365.42,1,1,2021-08-18,0009,A,100,6.1NRT,295.46,102.28,N
-9.37086,20.14005,351.35,1,1,2021-08-18,0009,A,100,6.1NRT,292.92,66.03,N
-9.37219,20.14907,301.42,1,1,2021-08-18,0009,A,11,6.1NRT,288.48,4.97,N
-9.37983,20.13873,340.22,1,1,2021-08-18,0009,A,100,6.1NRT,291.02,44.27,N
-9.38879,20.13742,322.09,1,1,2021-08-18,0009,A,100,6.1NRT,290.46,20.45,N
-9.39776,20.13611,302.47,1,1,2021-08-18,0009,A,49,6.1NRT,288.62,6,N
-9.62935,21.09633,310.09,1.04,1.02,2021-08-18,0009,A,79,6.1NRT,286.73,12.24,N
-9.63073,21.10581,305.19,1.04,1.02,2021-08-18,0009,A,63,6.1NRT,287.39,8.83,N
-10.0444,21.68917,314.31,1.09,1.04,2021-08-18,0009,A,89,6.1NRT,286,17.32,N
-9.95527,20.35981,305.68,1.01,1,2021-08-18,0009,A,65,6.1NRT,287.25,8.7,N
-9.9566,20.36894,314.37,1.01,1,2021-08-18,0009,A,89,6.1NRT,286.8,14.99,N
-9.89127,19.86036,327.36,1,1,2021-08-18,0009,A,100,6.1NRT,287.25,28.25,N
-9.8926,19.86939,305.58,1,1,2021-08-18,0009,A,65,6.1NRT,285.73,9.16,N
-9.97222,20.41311,311.67,1.01,1,2021-08-18,0009,A,83,6.1NRT,287.51,13.06,N
-9.97355,20.42223,301.05,1.01,1,2021-08-18,0009,A,37,6.1NRT,286.89,6.25,N
-10.00963,19.10937,310.46,1.01,1.01,2021-08-18,0009,A,80,6.1NRT,290.7,11.27,N
-11.47194,27.85657,302.09,3.08,1.67,2021-08-18,0009,A,47,6.1NRT,284.87,38.97,N
-10.40995,19.75591,306.9,1,1,2021-08-18,0009,A,70,6.1NRT,287.1,8.97,N
-10.41128,19.76496,300.31,1,1,2021-08-18,0009,A,9,6.1NRT,287.31,5.15,N
-10.45062,18.30868,300.52,1.06,1.03,2021-08-18,0009,A,29,6.1NRT,289.74,5.31,N
-10.69344,19.42993,305.99,1,1,2021-08-18,0009,A,66,6.1NRT,285.18,9.24,N
-12.20942,28.10306,301.63,3.3,1.72,2021-08-18,0009,A,43,6.1NRT,285.94,40.1,N
-14.5036,22.69081,303.46,1.39,1.17,2021-08-18,0011,A,55,6.1NRT,285.87,13.51,N
-14.84417,16.54974,304.12,1.13,1.06,2021-08-18,0011,A,59,6.1NRT,283.2,10.13,N
-14.85464,16.52105,311.4,1.13,1.06,2021-08-18,0011,A,82,6.1NRT,284.09,15.73,N
-14.9837,16.45018,302.54,1.14,1.06,2021-08-18,0011,A,50,6.1NRT,284.24,9.46,N
-15.93046,16.26741,319.34,1.13,1.06,2021-08-18,0011,A,98,6.1NRT,288.22,23.13,N
27.98922,22.32567,315.34,1.81,1.32,2021-08-18,0001,A,91,6.1NRT,296.27,30.97,N
27.65149,22.49958,308.85,1.75,1.3,2021-08-18,0001,A,76,6.1NRT,296.2,18.68,N
-4.31329,27.67214,303.44,2.3,1.47,2021-08-18,0009,A,30,6.1NRT,287.72,23.35,N
-4.31358,27.68885,302.45,2.31,1.47,2021-08-18,0009,A,36,6.1NRT,285.53,20.38,N
-4.97412,27.85753,300.96,2.45,1.51,2021-08-18,0009,A,36,6.1NRT,289.76,16.61,N
-4.83523,26.27347,304.88,1.82,1.32,2021-08-18,0009,A,62,6.1NRT,289.26,16.12,N
-4.62684,22.07521,304.5,1.03,1.02,2021-08-18,0009,A,60,6.1NRT,279.02,6.2,N
-4.62818,22.08447,305.73,1.03,1.02,2021-08-18,0009,A,65,6.1NRT,281.48,6.97,N
-5.57247,27.14894,301.42,2.19,1.44,2021-08-18,0009,A,41,6.1NRT,290.43,14.57,N
-4.63175,20.28857,301.77,1.01,1.01,2021-08-18,0009,A,44,6.1NRT,282.46,5.14,N
-5.02666,22.94519,301.85,1.12,1.05,2021-08-18,0009,A,45,6.1NRT,290.81,5.2,N
-5.5197,26.36857,301.97,1.9,1.35,2021-08-18,0009,A,41,6.1NRT,279.29,18.8,N
-5.522,26.3857,304.2,1.91,1.35,2021-08-18,0009,A,59,6.1NRT,281.19,21.82,N
-4.95783,22.26556,301.22,1.05,1.02,2021-08-18,0009,A,39,6.1NRT,290.31,4.01,N
-5.10273,22.23919,302.89,1.05,1.02,2021-08-18,0009,A,52,6.1NRT,291.18,5.44,N
-5.69271,25.61288,321.95,1.68,1.27,2021-08-18,0009,A,100,6.1NRT,287.86,44.37,N
-5.94639,25.53504,307.52,1.67,1.27,2021-08-18,0009,A,68,6.1NRT,288.98,17.35,N
-5.94574,25.54328,303.2,1.67,1.27,2021-08-18,0009,A,54,6.1NRT,288.53,12.93,N
-5.95712,25.54159,305.6,1.67,1.27,2021-08-18,0009,A,65,6.1NRT,288.08,16.1,N
-5.46488,20.88138,302.16,1,1,2021-08-18,0009,A,47,6.1NRT,289.67,4.51,N
-6.29484,25.24686,316.64,1.61,1.25,2021-08-18,0009,A,87,6.1NRT,284.51,33.86,N
-6.2968,25.26131,305.27,1.61,1.25,2021-08-18,0009,A,25,6.1NRT,281.25,17.22,N
-6.30405,25.23094,304.35,1.6,1.25,2021-08-18,0009,A,39,6.1NRT,279.74,15.07,N
-6.30601,25.24521,364.46,1.61,1.25,2021-08-18,0009,A,100,6.1NRT,282.23,201.87,N
-6.308,25.25972,323.64,1.61,1.25,2021-08-18,0009,A,100,6.1NRT,279.78,46.42,N
-6.44763,25.84471,311.3,1.79,1.31,2021-08-18,0009,A,67,6.1NRT,289.83,26.17,N
-6.44323,25.84001,304.43,1.79,1.31,2021-08-18,0009,A,48,6.1NRT,288.45,17.29,N
-6.44533,25.85587,307.67,1.8,1.31,2021-08-18,0009,A,72,6.1NRT,290.93,21.2,N
-6.66652,25.96266,301.82,1.85,1.33,2021-08-18,0009,A,44,6.1NRT,287.47,15.13,N
-7.25049,26.83039,300.15,2.2,1.44,2021-08-18,0009,A,19,6.1NRT,289.82,13.34,N
-7.51918,24.81986,345.47,1.56,1.23,2021-08-18,0009,A,100,6.1NRT,290.76,103.97,N
-7.52107,24.83393,323.47,1.57,1.23,2021-08-18,0009,A,100,6.1NRT,289.1,42.74,N
-7.75572,24.45108,303.57,1.48,1.2,2021-08-18,0009,A,56,6.1NRT,288.52,11.99,N
-7.76647,24.44943,320.75,1.48,1.2,2021-08-18,0009,A,100,6.1NRT,288.41,34.44,N
-7.76829,24.46273,329.21,1.48,1.2,2021-08-18,0009,A,100,6.1NRT,289.98,51.29,N
-7.99056,26.01668,318.98,1.95,1.36,2021-08-18,0009,A,98,6.1NRT,290.06,48.82,N
-8.0028,26.01506,310.33,1.95,1.36,2021-08-18,0009,A,80,6.1NRT,288.13,29.99,N
-8.03847,24.85026,319.8,1.6,1.24,2021-08-18,0009,A,99,6.1NRT,288.92,37.98,N
-8.04042,24.86435,322.88,1.6,1.25,2021-08-18,0009,A,100,6.1NRT,288.74,44.48,N
-8.03962,24.85766,326.49,1.6,1.25,2021-08-18,0009,A,100,6.1NRT,289.54,52.57,N
-8.12522,25.07007,304.94,1.66,1.27,2021-08-18,0009,A,62,6.1NRT,288.07,16.85,N
-8.40242,27.06407,306.02,2.4,1.49,2021-08-18,0009,A,67,6.1NRT,291.8,24.9,N
-8.40481,27.08243,304.77,2.41,1.5,2021-08-18,0009,A,62,6.1NRT,289.97,21.95,N
-7.30789,18.24358,305.79,1.13,1.06,2021-08-18,0009,A,66,6.1NRT,287.93,9.54,N
-7.89968,22.19049,308.31,1.1,1.05,2021-08-18,0009,A,45,6.1NRT,287.2,10.41,N
-7.91843,22.18784,342.55,1.1,1.05,2021-08-18,0009,A,100,6.1NRT,290.91,54.69,N
-7.91985,22.19777,326.16,1.1,1.05,2021-08-18,0009,A,74,6.1NRT,290.44,27.49,N
-7.92639,22.17668,304.7,1.1,1.05,2021-08-18,0009,A,6,6.1NRT,287.9,8,N
-7.9278,22.18653,376.66,1.1,1.05,2021-08-18,0009,A,100,6.1NRT,295.3,161.53,N
-7.92923,22.19644,374.83,1.1,1.05,2021-08-18,0009,A,100,6.1NRT,295.23,154.07,N
-7.93719,22.18528,314.65,1.1,1.05,2021-08-18,0009,A,89,6.1NRT,284.06,15.16,N
-7.98677,22.15242,331,1.1,1.04,2021-08-18,0009,A,100,6.1NRT,289.92,36.26,N
-7.98817,22.16228,305.11,1.1,1.05,2021-08-18,0009,A,44,6.1NRT,286.5,8.75,N
-8.12308,22.76823,342.25,1.18,1.08,2021-08-18,0009,A,100,6.1NRT,289.67,61.62,N
-8.12461,22.77888,349.46,1.18,1.08,2021-08-18,0009,A,100,6.1NRT,289.43,79.51,N
-8.12459,22.76133,305.82,1.18,1.08,2021-08-18,0009,A,66,6.1NRT,287.65,10.81,N
-8.12606,22.77196,342.77,1.18,1.08,2021-08-18,0009,A,100,6.1NRT,290.15,63.98,N
-8.12753,22.78263,327.83,1.18,1.08,2021-08-18,0009,A,100,6.1NRT,288.27,35.56,N
-8.67928,22.29743,301.15,1.13,1.06,2021-08-18,0009,A,38,6.1NRT,282.94,8.11,N
-8.68075,21.35123,348.2,1.04,1.02,2021-08-18,0009,A,100,6.1NRT,292.02,64.16,N
-8.6821,21.36065,309.79,1.04,1.02,2021-08-18,0009,A,78,6.1NRT,289.87,11.95,N
-8.83328,21.31431,314.21,1.04,1.02,2021-08-18,0009,A,86,6.1NRT,284.78,15.05,N
-8.83966,21.30663,303.03,1.04,1.02,2021-08-18,0009,A,53,6.1NRT,281.82,7.55,N
-8.841,21.31606,309.6,1.04,1.02,2021-08-18,0009,A,78,6.1NRT,285.21,12.7,N
-9.76336,26.30642,301.62,2.19,1.44,2021-08-18,0009,A,43,6.1NRT,286.27,20.93,N
27.24623,140.88019,321.1,1.23,1.1,2021-08-18,0107,T,74,6.1NRT,302.37,19.09,D
16.72135,-169.53842,311.99,1.54,1.22,2021-08-18,0102,A,52,6.1NRT,300.64,14.14,D
-4.01629,143.69456,309.74,2.29,1.47,2021-08-18,0115,T,35,6.1NRT,288.78,21.16,D
-4.09767,143.33557,307.04,2.15,1.43,2021-08-18,0115,T,61,6.1NRT,284.49,14.25,D
-12.03367,142.31609,325.84,2.38,1.49,2021-08-18,0117,T,62,6.1NRT,296.69,58.98,D
-12.02882,142.31009,322.11,2.38,1.49,2021-08-18,0117,T,62,6.1NRT,296.47,50.88,D
-12.03138,142.33163,326.29,2.39,1.49,2021-08-18,0117,T,71,6.1NRT,295.74,68.2,D
-12.0448,142.32999,316.8,2.39,1.49,2021-08-18,0117,T,22,6.1NRT,296.12,34.34,D
-12.38602,141.92085,315.52,2.24,1.45,2021-08-18,0117,T,57,6.1NRT,298,16.37,D
-12.42282,141.79324,317.43,2.19,1.44,2021-08-18,0117,T,72,6.1NRT,296.94,26.75,D
-12.44344,141.95555,313.33,2.26,1.46,2021-08-18,0117,T,43,6.1NRT,296.25,14.02,D
-12.44606,141.9762,313.41,2.27,1.46,2021-08-18,0117,T,29,6.1NRT,296.31,13.96,D
-12.42147,141.78764,313.22,2.19,1.44,2021-08-18,0117,T,65,6.1NRT,297.06,17.69,D
-12.44333,141.97083,316.5,2.27,1.46,2021-08-18,0117,T,70,6.1NRT,296.65,24.84,D
-12.73982,142.13751,328.75,2.36,1.48,2021-08-18,0117,T,79,6.1NRT,295.33,63.58,D
-12.73509,142.13139,322.95,2.36,1.48,2021-08-18,0117,T,76,6.1NRT,295.92,45.26,D
-12.73762,142.15292,323.48,2.37,1.49,2021-08-18,0117,T,76,6.1NRT,297.49,49.38,D
-12.76733,142.06203,317.55,2.33,1.48,2021-08-18,0117,T,68,6.1NRT,297.31,28.99,D
-11.44041,131.33073,322.67,1.48,1.2,2021-08-18,0120,T,38,6.1NRT,304.66,14.88,D
-11.44256,131.34416,324.49,1.48,1.2,2021-08-18,0120,T,64,6.1NRT,303.28,20.34,D
-12.91788,141.69511,321.12,2.19,1.44,2021-08-18,0120,T,67,6.1NRT,300.57,31.92,D
-11.44687,131.30188,322.09,1.49,1.2,2021-08-18,0120,T,50,6.1NRT,302.04,14.7,D
-11.44904,131.31554,336.88,1.48,1.2,2021-08-18,0120,T,86,6.1NRT,303.75,47.26,D
-11.45119,131.32903,327.29,1.48,1.2,2021-08-18,0120,T,40,6.1NRT,303.28,23.89,D
-12.95098,141.85648,319.15,2.26,1.46,2021-08-18,0120,T,71,6.1NRT,297.72,31.09,D
-12.95359,141.87753,318.27,2.27,1.46,2021-08-18,0120,T,62,6.1NRT,297.59,26.15,D
-12.95095,141.87228,320.49,2.27,1.46,2021-08-18,0120,T,50,6.1NRT,297.52,31.6,D
-11.49229,131.21864,328.08,1.5,1.21,2021-08-18,0120,T,52,6.1NRT,303.4,26.7,D
-11.52483,131.21342,328.48,1.5,1.21,2021-08-18,0120,T,33,6.1NRT,303.46,24.55,D
-13.01512,141.63737,313.48,2.18,1.43,2021-08-18,0120,T,57,6.1NRT,297.24,19.87,D
-11.53786,131.22539,324.57,1.5,1.21,2021-08-18,0120,T,33,6.1NRT,302.9,18.9,D
-11.80471,132.93272,387.08,1.17,1.08,2021-08-18,0120,T,100,6.1NRT,309.02,217.72,D
-11.80634,132.94336,354.37,1.17,1.08,2021-08-18,0120,T,97,6.1NRT,307.9,74.99,D
-11.80961,132.96461,334.15,1.17,1.07,2021-08-18,0120,T,75,6.1NRT,306.94,25.76,D
-11.54869,131.22362,327,1.5,1.21,2021-08-18,0120,T,62,6.1NRT,302.81,24.19,D
-11.53988,131.21828,327.82,1.5,1.21,2021-08-18,0120,T,65,6.1NRT,303.81,25.99,D
-11.55071,131.21652,325.28,1.5,1.21,2021-08-18,0120,T,54,6.1NRT,303.77,21.41,D
-11.56264,131.01529,322.99,1.55,1.23,2021-08-18,0120,T,70,6.1NRT,300.41,21.87,D
-11.58963,131.18213,321.88,1.51,1.21,2021-08-18,0120,T,55,6.1NRT,302.84,15.09,D
-11.62653,131.20418,334.68,1.5,1.21,2021-08-18,0120,T,84,6.1NRT,302.93,42.86,D
-11.6395,131.2159,322.28,1.5,1.21,2021-08-18,0120,T,43,6.1NRT,302.66,15.81,D
-11.64378,131.243,328.32,1.49,1.21,2021-08-18,0120,T,69,6.1NRT,302.36,28.19,D
-11.62884,131.19781,327.01,1.5,1.21,2021-08-18,0120,T,73,6.1NRT,303.21,24.84,D
-11.63109,131.21138,325.9,1.5,1.21,2021-08-18,0120,T,66,6.1NRT,302.36,23.23,D
-11.64635,131.23657,325.78,1.49,1.21,2021-08-18,0120,T,68,6.1NRT,303.73,22.81,D
-11.93321,132.95433,322.37,1.16,1.07,2021-08-18,0120,T,51,6.1NRT,304.24,10.6,D
-12.19769,134.61449,324.69,1.01,1.01,2021-08-18,0120,T,53,6.1NRT,303.96,12.48,D
-12.33709,135.30556,325.95,1,1,2021-08-18,0120,T,70,6.1NRT,305.27,11.46,D
-11.72194,131.15419,324.96,1.51,1.21,2021-08-18,0120,T,49,6.1NRT,302.18,22.1,D
-11.72593,131.1609,328.31,1.5,1.21,2021-08-18,0120,T,60,6.1NRT,302.45,27.67,D
-11.73042,131.18814,324,1.5,1.21,2021-08-18,0120,T,49,6.1NRT,303.75,18.26,D
-11.73677,131.15907,323.49,1.5,1.21,2021-08-18,0120,T,38,6.1NRT,300.95,19.04,D
-11.73901,131.17274,325.01,1.5,1.21,2021-08-18,0120,T,48,6.1NRT,302.46,21.97,D
-12.1491,133.50215,320.45,1.09,1.04,2021-08-18,0120,T,41,6.1NRT,305.8,7.53,D
-12.08631,132.96684,320.05,1.16,1.07,2021-08-18,0120,T,28,6.1NRT,305.71,7.57,D
-12.13393,132.9962,330.19,1.15,1.07,2021-08-18,0120,T,71,6.1NRT,307.5,19.16,D
-11.79219,130.79741,320.58,1.59,1.24,2021-08-18,0120,T,73,6.1NRT,301.51,16.46,D
-11.79457,130.81194,322.07,1.59,1.24,2021-08-18,0120,T,74,6.1NRT,303.41,18.33,D
-12.14677,133.01566,324.63,1.15,1.07,2021-08-18,0120,T,41,6.1NRT,307.48,10.87,D
-12.15308,132.99316,323.55,1.15,1.07,2021-08-18,0120,T,28,6.1NRT,307.39,9.25,D
-11.83484,130.84938,320.54,1.58,1.24,2021-08-18,0120,T,39,6.1NRT,303.47,13.87,D
-12.16086,132.91643,326.97,1.16,1.07,2021-08-18,0120,T,73,6.1NRT,307.02,13.72,D
-11.72783,130.11475,314.06,1.79,1.31,2021-08-18,0120,T,60,6.1NRT,296.01,13.69,D
-13.64026,142.64357,313.1,2.66,1.57,2021-08-18,0120,T,61,6.1NRT,295.82,25.1,D
-12.67299,134.77504,321.21,1.01,1,2021-08-18,0120,T,51,6.1NRT,305.33,7.64,D
-12.46643,133.16859,325.32,1.12,1.06,2021-08-18,0120,T,72,6.1NRT,306.48,11.13,D
-12.25,131.1405,324.35,1.48,1.2,2021-08-18,0120,T,37,6.1NRT,304.77,15.61,D
-12.26509,131.09637,322.57,1.49,1.21,2021-08-18,0120,T,56,6.1NRT,304.92,12.92,D
-12.25884,131.10452,324.47,1.49,1.2,2021-08-18,0120,T,62,6.1NRT,304.44,15.15,D
-13.88458,142.28197,309.91,2.52,1.53,2021-08-18,0120,T,27,6.1NRT,293.03,13.9,D
-13.88728,142.30508,321.84,2.53,1.53,2021-08-18,0120,T,75,6.1NRT,292.06,52.5,D
-13.92875,142.41882,315.92,2.58,1.54,2021-08-18,0120,T,66,6.1NRT,293.32,31.87,D
-13.92039,142.4144,315.74,2.58,1.54,2021-08-18,0120,T,56,6.1NRT,295.53,31.1,D
-12.65539,131.20535,321.42,1.44,1.19,2021-08-18,0120,T,53,6.1NRT,304.49,11.66,D
-12.70218,131.22453,322.49,1.44,1.19,2021-08-18,0120,T,52,6.1NRT,304.35,12.65,D
-14.33018,141.74857,319.11,2.32,1.47,2021-08-18,0120,T,53,6.1NRT,298.31,26.75,D
-12.95112,130.91718,321.06,1.49,1.21,2021-08-18,0120,T,31,6.1NRT,299.03,11.1,D
-12.95973,130.90167,327.34,1.5,1.21,2021-08-18,0120,T,66,6.1NRT,300.82,21.55,D
-12.96836,130.88614,321.53,1.5,1.21,2021-08-18,0120,T,21,6.1NRT,299.67,10.24,D
-13.88592,136.54002,318.88,1.06,1.03,2021-08-18,0120,T,61,6.1NRT,303.81,8.29,D
-13.90811,136.49695,327.46,1.06,1.03,2021-08-18,0120,T,77,6.1NRT,302.73,18.25,D
-13.90949,136.50668,330.74,1.06,1.03,2021-08-18,0120,T,81,6.1NRT,302.13,22.64,D
-13.91567,136.49988,328.5,1.06,1.03,2021-08-18,0120,T,68,6.1NRT,301.83,20.44,D
-13.34379,131.71017,328.37,1.31,1.13,2021-08-18,0120,T,69,6.1NRT,306.76,15.66,D
-13.40416,131.70644,327.9,1.31,1.13,2021-08-18,0120,T,51,6.1NRT,305.87,15.35,D
-13.43714,131.84692,324.6,1.28,1.12,2021-08-18,0120,T,70,6.1NRT,305.59,14.15,D
-13.42258,131.69124,328.06,1.31,1.13,2021-08-18,0120,T,29,6.1NRT,307.09,17.44,D
-13.43276,131.68965,325.21,1.31,1.13,2021-08-18,0120,T,40,6.1NRT,304.62,14.48,D
-13.44358,131.62617,323.32,1.32,1.14,2021-08-18,0120,T,40,6.1NRT,305.42,10.61,D
-13.64032,132.22801,323.76,1.21,1.09,2021-08-18,0120,T,58,6.1NRT,305.14,10.73,D
-13.64107,132.22188,328.95,1.21,1.09,2021-08-18,0120,T,50,6.1NRT,306.48,17.5,D
-13.65087,132.22028,326.48,1.21,1.09,2021-08-18,0120,T,50,6.1NRT,306.88,14.96,D
-15.13827,142.42281,319.32,2.69,1.57,2021-08-18,0120,T,64,6.1NRT,297.47,35.8,D
-15.14193,142.41542,316.22,2.69,1.57,2021-08-18,0120,T,53,6.1NRT,297.58,25.15,D
-13.96637,131.88867,325.54,1.25,1.11,2021-08-18,0120,T,58,6.1NRT,306.98,14.73,D
-15.39655,141.88547,354.39,2.47,1.51,2021-08-18,0120,T,97,6.1NRT,301.23,232.69,D
-15.40358,141.8779,348.53,2.47,1.51,2021-08-18,0120,T,94,6.1NRT,301.04,185.78,D
-15.40607,141.90082,324.63,2.48,1.52,2021-08-18,0120,T,77,6.1NRT,300.07,50.92,D
-14.24534,126.70447,328.97,2.91,1.63,2021-08-18,0120,T,73,6.1NRT,301.48,78.77,D
-14.25027,126.73181,329.29,2.9,1.62,2021-08-18,0120,T,82,6.1NRT,300.57,82.5,D
-14.25029,126.64823,320.39,2.94,1.63,2021-08-18,0120,T,55,6.1NRT,300.63,41.49,D
-14.25077,126.72432,333.13,2.9,1.62,2021-08-18,0120,T,85,6.1NRT,301.22,106.86,D
-14.25528,126.668,320.19,2.93,1.63,2021-08-18,0120,T,38,6.1NRT,302.28,38.37,D
-16.19935,136.87675,327.84,1.15,1.07,2021-08-18,0120,T,74,6.1NRT,309.73,15.81,D
-16.47904,135.894,308.3,1.06,1.03,2021-08-18,0120,T,40,6.1NRT,281.68,8.73,D
-15.48664,129.33516,320.45,1.75,1.3,2021-08-18,0120,T,54,6.1NRT,302.64,20.28,D
-16.50183,135.8042,333.43,1.05,1.02,2021-08-18,0120,T,86,6.1NRT,295.58,28.9,D
-16.50319,135.814,343.48,1.05,1.02,2021-08-18,0120,T,93,6.1NRT,296.41,46.92,D
-16.5124,135.81262,325.72,1.05,1.02,2021-08-18,0120,T,82,6.1NRT,293.65,19.64,D
-16.51376,135.82243,317.81,1.05,1.02,2021-08-18,0120,T,59,6.1NRT,293.27,11.22,D
-16.52297,135.82108,343.93,1.05,1.02,2021-08-18,0120,T,93,6.1NRT,292.38,48.34,D
-15.52145,129.3289,318.7,1.75,1.3,2021-08-18,0120,T,37,6.1NRT,303.89,14.57,D
-16.472,126.1417,313.04,2.9,1.62,2021-08-18,0120,T,45,6.1NRT,302.11,21.28,D
-16.47279,126.13522,312.21,2.9,1.62,2021-08-18,0120,T,42,6.1NRT,301.54,19.19,D
-28.72053,-56.44109,303.23,2.68,1.57,2021-08-18,0156,T,54,6.1NRT,289.45,25.61,N
-28.71726,-56.44821,303.13,2.68,1.57,2021-08-18,0156,T,53,6.1NRT,289.6,25.41,N
-28.10874,-57.44362,303.42,3.09,1.67,2021-08-18,0156,T,55,6.1NRT,290.71,29.16,N
-26.80173,-51.0955,300.13,1.16,1.07,2021-08-18,0156,T,18,6.1NRT,289.01,5.59,N
-24.59818,-42.64867,310.62,1.93,1.36,2021-08-18,0156,T,72,6.1NRT,292.03,24.98,N
-26.40818,-60.2677,304.71,4.68,1.98,2021-08-18,0156,T,61,6.1NRT,293.23,52.43,N
-26.40995,-60.27302,303.76,4.68,1.98,2021-08-18,0156,T,57,6.1NRT,293.22,47.26,N
-25.61034,-55.38079,303.33,2.06,1.4,2021-08-18,0156,T,55,6.1NRT,286.82,20.17,N
-24.80225,-52.02893,302.42,1.22,1.1,2021-08-18,0156,T,49,6.1NRT,289.6,8.07,N
-25.40265,-59.32427,302.65,3.92,1.84,2021-08-18,0156,T,50,6.1NRT,292.35,32.42,N
-25.44068,-59.90108,310.31,4.31,1.92,2021-08-18,0156,T,75,6.1NRT,293.5,67.89,N
-25.39794,-59.33025,303.72,3.92,1.84,2021-08-18,0156,T,57,6.1NRT,292.47,38.86,N
-25.43638,-59.86355,303.96,4.28,1.91,2021-08-18,0156,T,58,6.1NRT,292.68,40.1,N
-25.4394,-59.9066,309.75,4.31,1.92,2021-08-18,0156,T,78,6.1NRT,293.44,71.39,N
-24.22511,-50.32671,305.49,1.04,1.02,2021-08-18,0156,T,64,6.1NRT,288.62,8.31,N
-24.2265,-50.33699,309.76,1.04,1.02,2021-08-18,0156,T,78,6.1NRT,287.15,11.13,N
-23.64296,-46.48195,320.32,1.17,1.08,2021-08-18,0156,T,100,6.1NRT,290.93,24.11,N
-23.64477,-46.49334,315.52,1.17,1.08,2021-08-18,0156,T,91,6.1NRT,290.13,18.51,N
-25.05495,-58.77886,301.95,3.55,1.77,2021-08-18,0156,T,46,6.1NRT,290.7,30.9,N
-25.03888,-58.78032,303.7,3.55,1.77,2021-08-18,0156,T,56,6.1NRT,290.58,37.64,N
-25.13636,-59.69985,303.94,4.14,1.88,2021-08-18,0156,T,58,6.1NRT,292.86,38.13,N
-25.04662,-58.78435,311.41,3.55,1.77,2021-08-18,0156,T,82,6.1NRT,290.98,69.41,N
-24.74384,-58.64861,308.46,3.45,1.75,2021-08-18,0156,T,75,6.1NRT,295.26,40.68,N
-23.78579,-49.79871,303.97,1.01,1,2021-08-18,0156,T,58,6.1NRT,289.72,7.05,N
-23.78717,-49.80862,302.54,1.01,1,2021-08-18,0156,T,50,6.1NRT,290.88,6.12,N
-24.16996,-54.96127,321.31,1.84,1.33,2021-08-18,0156,T,100,6.1NRT,291.96,46.98,N
-24.17183,-54.97937,312.71,1.85,1.33,2021-08-18,0156,T,85,6.1NRT,292.78,28.57,N
-24.28256,-56.37367,303.19,2.33,1.48,2021-08-18,0156,T,54,6.1NRT,290.77,18.28,N
-24.27375,-56.38006,303.81,2.33,1.48,2021-08-18,0156,T,57,6.1NRT,290.77,20.83,N
-24.23404,-59.54749,306.02,3.95,1.85,2021-08-18,0156,T,67,6.1NRT,293.48,43.6,N
-23.35805,-51.12928,300.55,1.08,1.04,2021-08-18,0156,T,30,6.1NRT,289.31,4.88,N
-23.96876,-56.74331,308.22,2.46,1.51,2021-08-18,0156,T,74,6.1NRT,293.56,29.77,N
-23.97099,-56.76761,307.4,2.47,1.51,2021-08-18,0156,T,71,6.1NRT,292.62,28.47,N
-23.97566,-56.74804,310.08,2.46,1.51,2021-08-18,0156,T,62,6.1NRT,293.73,31.72,N
-24.22944,-59.55296,303.34,3.95,1.85,2021-08-18,0156,T,50,6.1NRT,293.15,30.35,N
-22.34932,-46.98108,310.7,1.15,1.07,2021-08-18,0156,T,81,6.1NRT,290.77,12.93,N
-22.33974,-46.98289,309.94,1.15,1.07,2021-08-18,0156,T,79,6.1NRT,292.16,13.12,N
